ID,Nodos,Dist_AG,Dist_ACO,Tiempo_AG,Tiempo_ACO,Dist_PL,Tiempo_PL
0,100,313.92,182.78,19.33,6.72,170.16,10.87
1,100,323.39,207.73,19.32,7.07,193.41,8.37
2,100,279.43,157.43,19.58,6.93,146.85,4.14
3,100,282.24,174.21,19.28,7.11,152.37,5.47
4,100,302.99,185.62,19.69,7.07,167.53,13.4
5,100,340.53,202.38,19.29,6.97,183.93,8.88
6,100,313.75,192.39,19.67,6.71,182.03,7.08
7,100,310.53,205.86,19.0,6.76,183.52,7.37
8,100,339.0,231.97,19.2,6.78,215.35,8.76
9,100,330.89,173.46,19.3,6.75,161.83,9.49
