sheet,run,gen,mejor,prom,peor
Grafo_30,0,9,172,172.0,172
Grafo_30,0,10,172,172.0,172
Grafo_30,0,11,172,172.0,172
Grafo_30,0,12,172,172.0,172
Grafo_30,0,13,172,172.0,172
Grafo_30,0,14,172,172.0,172
Grafo_30,0,15,172,172.0,172
Grafo_30,0,16,172,172.0,172
Grafo_30,0,17,172,172.0,172
Grafo_30,0,18,172,172.0,172
Grafo_30,0,19,172,172.0,172
Grafo_30,0,20,154,168.6625,172
Grafo_30,0,21,142,161.2375,172
Grafo_30,0,22,131,150.3,172
Grafo_30,0,23,80,136.3625,166
Grafo_30,0,24,80,116.575,154
Grafo_30,0,25,74,96.7,159
Grafo_30,0,26,74,85.55,124
Grafo_30,0,27,68,81.5625,104
Grafo_30,0,28,68,79.4375,99
Grafo_30,0,29,68,75.925,96
Grafo_30,0,30,66,71.6125,79
Grafo_30,0,31,65,68.6375,75
Grafo_30,0,32,65,67.0375,71
Grafo_30,0,33,64,65.9375,70
Grafo_30,0,34,64,65.15,68
Grafo_30,0,35,64,64.8375,67
Grafo_30,0,36,64,64.4625,68
Grafo_30,0,37,64,64.0625,65
Grafo_30,0,38,64,64.0,64
Grafo_30,0,39,64,64.0,64
Grafo_30,0,40,56,62.6375,64
Grafo_30,0,41,49,59.3125,64
Grafo_30,0,42,42,54.625,65
Grafo_30,0,43,39,49.925,80
Grafo_30,0,44,37,46.1875,75
Grafo_30,0,45,36,42.3625,55
Grafo_30,0,46,35,41.05,51
Grafo_30,0,47,33,38.975,47
Grafo_30,0,48,33,38.9625,50
Grafo_30,0,49,33,37.7375,46
Grafo_30,0,50,30,36.7625,49
Grafo_30,0,51,29,35.875,55
Grafo_30,0,52,29,34.5125,43
Grafo_30,0,53,29,32.7625,40
Grafo_30,0,54,28,31.0375,42
Grafo_30,0,55,28,29.775,31
Grafo_30,0,56,27,29.1125,31
Grafo_30,0,57,27,28.45,29
Grafo_30,0,58,27,27.9,31
Grafo_30,0,59,26,27.375,28
Grafo_30,0,60,22,26.45,28
Grafo_30,0,61,17,25.175,29
Grafo_30,0,62,17,23.05,28
Grafo_30,0,63,17,21.7875,33
Grafo_30,0,64,16,20.325,31
Grafo_30,0,65,15,18.8875,28
Grafo_30,0,66,15,17.35,22
Grafo_30,0,67,14,16.75,22
Grafo_30,0,68,13,15.825,19
Grafo_30,0,69,13,16.5,31
Grafo_30,0,70,13,17.2375,26
Grafo_30,0,71,13,16.725,28
Grafo_30,0,72,13,16.65,28
Grafo_30,0,73,13,16.9625,29
Grafo_30,0,74,13,16.375,26
Grafo_30,0,75,13,15.4875,26
Grafo_30,0,76,13,14.3,23
Grafo_30,0,77,13,13.1,20
Grafo_30,0,78,13,13.0375,16
Grafo_30,0,79,13,13.525,23
Grafo_30,0,80,10,12.975,22
Grafo_30,0,81,8,12.1875,19
Grafo_30,0,82,8,11.1625,14
Grafo_30,0,83,7,10.8125,18
Grafo_30,0,84,7,9.95,21
Grafo_30,0,85,7,9.0375,13
Grafo_30,0,86,7,8.4375,12
Grafo_30,0,87,7,7.9875,10
Grafo_30,0,88,7,8.2,13
Grafo_30,0,89,6,7.8375,11
Grafo_30,0,90,6,7.525,12
Grafo_30,0,91,6,7.65,12
Grafo_30,0,92,6,7.6125,11
Grafo_30,0,93,6,7.4125,12
Grafo_30,0,94,6,6.65,12
Grafo_30,0,95,6,6.05,7
Grafo_30,0,96,6,6.0,6
Grafo_30,0,97,6,6.0,6
Grafo_30,0,98,6,6.0,6
Grafo_30,0,99,6,6.0,6
Grafo_30,0,100,5,5.85,6
Grafo_30,0,101,5,5.5625,6
Grafo_30,0,102,4,6.2375,16
Grafo_30,0,103,4,6.6375,16
Grafo_30,0,104,4,4.925,14
Grafo_30,0,105,4,4.3375,6
Grafo_30,0,106,3,4.1625,7
Grafo_30,0,107,3,4.0625,6
Grafo_30,0,108,3,4.0875,10
Grafo_30,0,109,3,3.8875,5
Grafo_30,0,110,3,4.1875,11
Grafo_30,0,111,2,3.925,12
Grafo_30,0,112,2,3.1875,8
Grafo_30,0,113,2,4.0375,13
Grafo_30,0,114,2,3.85,11
Grafo_30,0,115,2,4.8,13
Grafo_30,0,116,2,4.3125,13
Grafo_30,0,117,2,3.2125,13
Grafo_30,0,118,2,2.1125,6
Grafo_30,0,119,1,2.2625,11
Grafo_30,0,120,1,1.8625,2
Grafo_30,0,121,1,2.1,4
Grafo_30,0,122,1,2.825,11
Grafo_30,0,123,0,2.25,11
Grafo_30,1,0,172,172.0,172
Grafo_30,1,1,172,172.0,172
Grafo_30,1,2,172,172.0,172
Grafo_30,1,3,172,172.0,172
Grafo_30,1,4,172,172.0,172
Grafo_30,1,5,172,172.0,172
Grafo_30,1,6,172,172.0,172
Grafo_30,1,7,172,172.0,172
Grafo_30,1,8,172,172.0,172
Grafo_30,1,9,172,172.0,172
Grafo_30,1,10,172,172.0,172
Grafo_30,1,11,172,172.0,172
Grafo_30,1,12,172,172.0,172
Grafo_30,1,13,172,172.0,172
Grafo_30,1,14,172,172.0,172
Grafo_30,1,15,172,172.0,172
Grafo_30,1,16,172,172.0,172
Grafo_30,1,17,172,172.0,172
Grafo_30,1,18,172,172.0,172
Grafo_30,1,19,172,172.0,172
Grafo_30,1,20,157,168.35,172
Grafo_30,1,21,143,160.7375,172
Grafo_30,1,22,99,150.55,172
Grafo_30,1,23,91,135.4375,165
Grafo_30,1,24,86,121.7875,149
Grafo_30,1,25,80,101.0,154
Grafo_30,1,26,77,92.2625,123
Grafo_30,1,27,74,87.075,109
Grafo_30,1,28,74,84.475,112
Grafo_30,1,29,69,80.775,108
Grafo_30,1,30,69,77.65,91
Grafo_30,1,31,69,77.125,93
Grafo_30,1,32,69,75.875,102
Grafo_30,1,33,69,73.7375,90
Grafo_30,1,34,67,72.3,89
Grafo_30,1,35,67,69.075,79
Grafo_30,1,36,66,72.275,96
Grafo_30,1,37,66,74.325,94
Grafo_30,1,38,66,74.5625,94
Grafo_30,1,39,66,72.3,97
Grafo_30,1,40,60,67.5375,87
Grafo_30,1,41,56,63.475,67
Grafo_30,1,42,47,59.3625,66
Grafo_30,1,43,40,53.7625,66
Grafo_30,1,44,38,49.3875,61
Grafo_30,1,45,38,45.9,58
Grafo_30,1,46,35,43.9875,58
Grafo_30,1,47,35,41.125,53
Grafo_30,1,48,35,39.5375,54
Grafo_30,1,49,33,37.975,45
Grafo_30,1,50,33,36.25,43
Grafo_30,1,51,32,34.6875,38
Grafo_30,1,52,32,33.5125,42
Grafo_30,1,53,31,32.75,37
Grafo_30,1,54,30,32.175,33
Grafo_30,1,55,30,31.9375,38
Grafo_30,1,56,29,31.275,34
Grafo_30,1,57,29,30.7,32
Grafo_30,1,58,29,30.05,32
Grafo_30,1,59,29,29.2875,31
Grafo_30,1,60,25,28.4125,30
Grafo_30,1,61,22,26.925,29
Grafo_30,1,62,20,27.1,45
Grafo_30,1,63,20,24.425,35
Grafo_30,1,64,17,23.325,36
Grafo_30,1,65,17,21.5625,31
Grafo_30,1,66,17,20.1,23
Grafo_30,1,67,17,20.9375,34
Grafo_30,1,68,17,19.7625,29
Grafo_30,1,69,16,19.3875,34
Grafo_30,1,70,16,18.4375,24
Grafo_30,1,71,14,17.475,23
Grafo_30,1,72,14,16.1,18
Grafo_30,1,73,14,17.0125,24
Grafo_30,1,74,14,18.2625,27
Grafo_30,1,75,14,17.75,27
Grafo_30,1,76,14,17.7625,27
Grafo_30,1,77,14,17.5625,28
Grafo_30,1,78,14,17.6875,24
Grafo_30,1,79,14,17.425,24
Grafo_30,1,80,12,17.15,27
Grafo_30,1,81,11,16.875,27
Grafo_30,1,82,9,15.35,24
Grafo_30,1,83,8,15.6375,24
Grafo_30,1,84,8,14.1875,23
Grafo_30,1,85,7,12.2125,28
Grafo_30,1,86,7,9.7375,14
Grafo_30,1,87,7,8.975,18
Grafo_30,1,88,6,10.0125,19
Grafo_30,1,89,6,9.725,18
Grafo_30,1,90,6,9.75,19
Grafo_30,1,91,6,8.5625,19
Grafo_30,1,92,6,7.75,15
Grafo_30,1,93,6,7.0375,13
Grafo_30,1,94,6,6.5125,18
Grafo_30,1,95,6,6.0,6
Grafo_30,1,96,6,6.125,14
Grafo_30,1,97,6,6.0,6
Grafo_30,1,98,6,6.0,6
Grafo_30,1,99,6,6.0,6
Grafo_30,1,100,4,5.9,6
Grafo_30,1,101,4,5.6875,7
Grafo_30,1,102,3,7.325,19
Grafo_30,1,103,3,6.2625,23
Grafo_30,1,104,3,4.725,16
Grafo_30,1,105,3,3.625,6
Grafo_30,1,106,3,3.175,4
Grafo_30,1,107,3,3.0,3
Grafo_30,1,108,2,3.0,4
Grafo_30,1,109,2,2.9375,4
Grafo_30,1,110,1,2.7,3
Grafo_30,1,111,1,2.3875,3
Grafo_30,1,112,1,2.6375,12
Grafo_30,1,113,1,3.1375,13
Grafo_30,1,114,1,3.95,12
Grafo_30,1,115,1,4.4625,13
Grafo_30,1,116,1,3.9375,12
Grafo_30,1,117,1,4.45,13
Grafo_30,1,118,1,3.75,13
Grafo_30,1,119,1,2.2125,12
Grafo_30,1,120,0,1.475,13
Grafo_30,2,0,172,172.0,172
Grafo_30,2,1,172,172.0,172
Grafo_30,2,2,172,172.0,172
Grafo_30,2,3,172,172.0,172
Grafo_30,2,4,172,172.0,172
Grafo_30,2,5,172,172.0,172
Grafo_30,2,6,172,172.0,172
Grafo_30,2,7,172,172.0,172
Grafo_30,2,8,172,172.0,172
Grafo_30,2,9,172,172.0,172
Grafo_30,2,10,172,172.0,172
Grafo_30,2,11,172,172.0,172
Grafo_30,2,12,172,172.0,172
Grafo_30,2,13,172,172.0,172
Grafo_30,2,14,172,172.0,172
Grafo_30,2,15,172,172.0,172
Grafo_30,2,16,172,172.0,172
Grafo_30,2,17,172,172.0,172
Grafo_30,2,18,172,172.0,172
Grafo_30,2,19,172,172.0,172
Grafo_30,2,20,154,168.0875,172
Grafo_30,2,21,137,162.125,172
Grafo_30,2,22,85,146.5125,172
Grafo_30,2,23,81,128.725,172
Grafo_30,2,24,81,109.0125,150
Grafo_30,2,25,76,92.0875,151
Grafo_30,2,26,72,87.575,120
Grafo_30,2,27,72,88.4875,128
Grafo_30,2,28,69,85.6125,130
Grafo_30,2,29,69,82.4125,119
Grafo_30,2,30,69,79.1625,104
Grafo_30,2,31,68,77.075,103
Grafo_30,2,32,68,74.375,93
Grafo_30,2,33,68,72.2125,100
Grafo_30,2,34,68,70.2625,100
Grafo_30,2,35,68,69.0875,85
Grafo_30,2,36,64,69.2125,75
Grafo_30,2,37,64,68.55,75
Grafo_30,2,38,64,68.0375,76
Grafo_30,2,39,64,66.45,75
Grafo_30,2,40,56,64.1,68
Grafo_30,2,41,48,60.3125,68
Grafo_30,2,42,47,56.275,66
Grafo_30,2,43,42,51.1625,59
Grafo_30,2,44,40,47.725,56
Grafo_30,2,45,37,44.975,53
Grafo_30,2,46,37,42.9,51
Grafo_30,2,47,36,41.1625,48
Grafo_30,2,48,36,39.8625,45
Grafo_30,2,49,32,38.1875,48
Grafo_30,2,50,32,37.4125,47
Grafo_30,2,51,32,36.8875,48
Grafo_30,2,52,32,35.7625,44
Grafo_30,2,53,31,34.5125,49
Grafo_30,2,54,30,32.8125,44
Grafo_30,2,55,30,32.4625,48
Grafo_30,2,56,30,32.125,42
Grafo_30,2,57,29,31.775,48
Grafo_30,2,58,29,31.825,48
Grafo_30,2,59,29,32.5,47
Grafo_30,2,60,26,31.8125,51
Grafo_30,2,61,24,32.175,46
Grafo_30,2,62,22,30.725,43
Grafo_30,2,63,22,28.025,45
Grafo_30,2,64,20,27.3625,43
Grafo_30,2,65,20,27.1125,41
Grafo_30,2,66,18,25.3375,39
Grafo_30,2,67,18,23.3,35
Grafo_30,2,68,18,22.3375,39
Grafo_30,2,69,18,21.9125,33
Grafo_30,2,70,18,21.6375,40
Grafo_30,2,71,16,20.8,33
Grafo_30,2,72,15,19.7375,29
Grafo_30,2,73,15,20.6625,32
Grafo_30,2,74,15,20.35,33
Grafo_30,2,75,14,18.975,31
Grafo_30,2,76,14,17.9125,32
Grafo_30,2,77,14,17.3,25
Grafo_30,2,78,14,17.5875,32
Grafo_30,2,79,14,16.9125,23
Grafo_30,2,80,13,16.025,22
Grafo_30,2,81,12,14.525,21
Grafo_30,2,82,11,13.2,20
Grafo_30,2,83,10,13.55,28
Grafo_30,2,84,9,13.35,35
Grafo_30,2,85,9,13.5375,30
Grafo_30,2,86,9,12.5375,29
Grafo_30,2,87,8,11.85,25
Grafo_30,2,88,8,11.675,20
Grafo_30,2,89,7,11.2625,26
Grafo_30,2,90,7,10.9125,23
Grafo_30,2,91,6,9.925,23
Grafo_30,2,92,6,8.0375,14
Grafo_30,2,93,6,7.05,10
Grafo_30,2,94,6,6.2625,7
Grafo_30,2,95,6,6.0125,7
Grafo_30,2,96,6,6.0,6
Grafo_30,2,97,5,5.975,6
Grafo_30,2,98,5,5.875,6
Grafo_30,2,99,5,10.6375,29
Grafo_30,2,100,4,10.7125,29
Grafo_30,2,101,4,12.025,29
Grafo_30,2,102,4,11.7625,29
Grafo_30,2,103,3,11.7625,29
Grafo_30,2,104,3,10.5375,28
Grafo_30,2,105,2,8.6,29
Grafo_30,2,106,2,4.9875,20
Grafo_30,2,107,2,3.725,7
Grafo_30,2,108,2,3.175,6
Grafo_30,2,109,2,3.2,7
Grafo_30,2,110,2,3.275,7
Grafo_30,2,111,2,3.125,6
Grafo_30,2,112,2,2.7375,7
Grafo_30,2,113,2,2.025,4
Grafo_30,2,114,2,2.0375,5
Grafo_30,2,115,2,2.1375,6
Grafo_30,2,116,2,2.05,6
Grafo_30,2,117,2,2.0,2
Grafo_30,2,118,2,2.0375,5
Grafo_30,2,119,2,2.05,6
Grafo_30,2,120,1,1.9875,5
Grafo_30,2,121,1,1.975,6
Grafo_30,2,122,1,1.8125,7
Grafo_30,2,123,1,1.4125,6
Grafo_30,2,124,1,1.1,2
Grafo_30,2,125,1,1.05,2
Grafo_30,2,126,1,1.075,3
Grafo_30,2,127,1,1.0,1
Grafo_30,2,128,1,1.05,2
Grafo_30,2,129,1,1.0125,2
Grafo_30,2,130,1,1.075,2
Grafo_30,2,131,1,1.0,1
Grafo_30,2,132,1,1.0375,2
Grafo_30,2,133,1,1.0375,3
Grafo_30,2,134,1,1.0125,2
Grafo_30,2,135,1,1.025,2
Grafo_30,2,136,1,1.0,1
Grafo_30,2,137,1,1.05,3
Grafo_30,2,138,1,1.0,1
Grafo_30,2,139,1,1.025,2
Grafo_30,2,140,0,1.0,3
Grafo_30,3,0,172,172.0,172
Grafo_30,3,1,172,172.0,172
Grafo_30,3,2,172,172.0,172
Grafo_30,3,3,172,172.0,172
Grafo_30,3,4,172,172.0,172
Grafo_30,3,5,172,172.0,172
Grafo_30,3,6,172,172.0,172
Grafo_30,3,7,172,172.0,172
Grafo_30,3,8,172,172.0,172
Grafo_30,3,9,172,172.0,172
Grafo_30,3,10,172,172.0,172
Grafo_30,3,11,172,172.0,172
Grafo_30,3,12,172,172.0,172
Grafo_30,3,13,172,172.0,172
Grafo_30,3,14,172,172.0,172
Grafo_30,3,15,172,172.0,172
Grafo_30,3,16,172,172.0,172
Grafo_30,3,17,172,172.0,172
Grafo_30,3,18,172,172.0,172
Grafo_30,3,19,172,172.0,172
Grafo_30,3,20,154,168.2875,172
Grafo_30,3,21,134,161.1125,172
Grafo_30,3,22,82,145.2875,172
Grafo_30,3,23,82,119.0625,160
Grafo_30,3,24,78,97.775,148
Grafo_30,3,25,75,88.35,140
Grafo_30,3,26,73,84.6375,120
Grafo_30,3,27,71,81.4625,114
Grafo_30,3,28,68,80.7125,100
Grafo_30,3,29,68,78.4875,98
Grafo_30,3,30,68,76.2375,93
Grafo_30,3,31,68,73.225,87
Grafo_30,3,32,66,71.3,84
Grafo_30,3,33,66,68.2875,73
Grafo_30,3,34,65,67.6625,70
Grafo_30,3,35,63,66.9125,71
Grafo_30,3,36,62,66.1875,73
Grafo_30,3,37,62,65.0125,71
Grafo_30,3,38,60,63.6375,68
Grafo_30,3,39,60,62.275,63
Grafo_30,3,40,55,60.575,63
Grafo_30,3,41,51,58.6375,63
Grafo_30,3,42,42,54.2375,62
Grafo_30,3,43,38,49.45,60
Grafo_30,3,44,38,47.025,72
Grafo_30,3,45,38,45.425,65
Grafo_30,3,46,38,44.075,56
Grafo_30,3,47,35,43.3125,52
Grafo_30,3,48,35,42.125,59
Grafo_30,3,49,35,40.825,59
Grafo_30,3,50,33,38.975,57
Grafo_30,3,51,31,37.05,56
Grafo_30,3,52,31,35.3875,52
Grafo_30,3,53,31,33.925,37
Grafo_30,3,54,31,32.9125,36
Grafo_30,3,55,30,31.8875,35
Grafo_30,3,56,29,31.0125,34
Grafo_30,3,57,29,30.6625,31
Grafo_30,3,58,29,30.175,31
Grafo_30,3,59,29,29.6875,31
Grafo_30,3,60,25,28.4625,31
Grafo_30,3,61,23,26.925,30
Grafo_30,3,62,20,27.7,48
Grafo_30,3,63,20,26.275,40
Grafo_30,3,64,16,24.7625,43
Grafo_30,3,65,16,23.2,33
Grafo_30,3,66,16,21.2375,31
Grafo_30,3,67,14,20.6875,37
Grafo_30,3,68,14,18.45,33
Grafo_30,3,69,13,16.1875,24
Grafo_30,3,70,13,14.975,18
Grafo_30,3,71,13,13.9125,16
Grafo_30,3,72,13,13.125,14
Grafo_30,3,73,13,13.0,13
Grafo_30,3,74,13,13.0,13
Grafo_30,3,75,13,13.0,13
Grafo_30,3,76,13,13.0,13
Grafo_30,3,77,13,13.0,13
Grafo_30,3,78,13,13.0,13
Grafo_30,3,79,13,13.0,13
Grafo_30,3,80,11,12.725,13
Grafo_30,3,81,10,12.2125,13
Grafo_30,3,82,9,12.0375,19
Grafo_30,3,83,8,11.575,19
Grafo_30,3,84,8,10.1125,18
Grafo_30,3,85,8,9.65,19
Grafo_30,3,86,7,8.7375,13
Grafo_30,3,87,7,7.95,10
Grafo_30,3,88,6,7.625,8
Grafo_30,3,89,5,7.0625,8
Grafo_30,3,90,5,6.6125,8
Grafo_30,3,91,5,6.0875,7
Grafo_30,3,92,5,5.775,7
Grafo_30,3,93,5,5.4,6
Grafo_30,3,94,5,5.1125,6
Grafo_30,3,95,5,5.0,5
Grafo_30,3,96,4,4.9875,5
Grafo_30,3,97,4,4.9,5
Grafo_30,3,98,4,4.7375,5
Grafo_30,3,99,4,4.4,5
Grafo_30,3,100,2,3.925,5
Grafo_30,3,101,1,3.5,4
Grafo_30,3,102,1,2.9375,6
Grafo_30,3,103,1,2.175,4
Grafo_30,3,104,1,1.6,4
Grafo_30,3,105,1,1.2375,3
Grafo_30,3,106,1,1.0875,3
Grafo_30,3,107,1,1.0625,2
Grafo_30,3,108,1,1.025,2
Grafo_30,3,109,1,1.0375,2
Grafo_30,3,110,1,1.0625,2
Grafo_30,3,111,1,1.05,2
Grafo_30,3,112,1,1.0375,2
Grafo_30,3,113,1,1.025,2
Grafo_30,3,114,1,1.05,2
Grafo_30,3,115,1,1.025,2
Grafo_30,3,116,1,1.0,1
Grafo_30,3,117,1,1.0,1
Grafo_30,3,118,1,1.0,1
Grafo_30,3,119,1,1.0,1
Grafo_30,3,120,0,0.9875,1
Grafo_30,4,0,172,172.0,172
Grafo_30,4,1,172,172.0,172
Grafo_30,4,2,172,172.0,172
Grafo_30,4,3,172,172.0,172
Grafo_30,4,4,172,172.0,172
Grafo_30,4,5,172,172.0,172
Grafo_30,4,6,172,172.0,172
Grafo_30,4,7,172,172.0,172
Grafo_30,4,8,172,172.0,172
Grafo_30,4,9,172,172.0,172
Grafo_30,4,10,172,172.0,172
Grafo_30,4,11,172,172.0,172
Grafo_30,4,12,172,172.0,172
Grafo_30,4,13,172,172.0,172
Grafo_30,4,14,172,172.0,172
Grafo_30,4,15,172,172.0,172
Grafo_30,4,16,172,172.0,172
Grafo_30,4,17,172,172.0,172
Grafo_30,4,18,172,172.0,172
Grafo_30,4,19,172,172.0,172
Grafo_30,4,20,154,169.0625,172
Grafo_30,4,21,132,160.5875,172
Grafo_30,4,22,81,146.5375,172
Grafo_30,4,23,81,123.3875,162
Grafo_30,4,24,77,103.875,154
Grafo_30,4,25,77,91.025,130
Grafo_30,4,26,74,89.375,142
Grafo_30,4,27,74,85.2625,117
Grafo_30,4,28,73,83.3125,117
Grafo_30,4,29,72,81.6625,115
Grafo_30,4,30,72,79.425,94
Grafo_30,4,31,69,76.825,89
Grafo_30,4,32,69,74.575,96
Grafo_30,4,33,67,72.35,78
Grafo_30,4,34,67,70.3125,78
Grafo_30,4,35,66,68.4,76
Grafo_30,4,36,66,67.4,73
Grafo_30,4,37,65,66.9125,67
Grafo_30,4,38,65,66.725,67
Grafo_30,4,39,62,66.3875,67
Grafo_30,4,40,56,64.5375,67
Grafo_30,4,41,54,61.4375,67
Grafo_30,4,42,47,57.075,66
Grafo_30,4,43,42,52.225,63
Grafo_30,4,44,41,48.775,65
Grafo_30,4,45,38,45.75,56
Grafo_30,4,46,37,44.7125,62
Grafo_30,4,47,36,41.0625,58
Grafo_30,4,48,32,38.25,51
Grafo_30,4,49,32,35.575,42
Grafo_30,4,50,31,33.8,38
Grafo_30,4,51,30,32.1625,36
Grafo_30,4,52,30,31.4875,33
Grafo_30,4,53,29,30.625,33
Grafo_30,4,54,29,30.025,32
Grafo_30,4,55,29,29.7,30
Grafo_30,4,56,28,29.3,30
Grafo_30,4,57,28,28.9125,30
Grafo_30,4,58,27,28.6,29
Grafo_30,4,59,27,28.275,29
Grafo_30,4,60,24,27.225,29
Grafo_30,4,61,21,25.4375,29
Grafo_30,4,62,20,23.7625,29
Grafo_30,4,63,19,22.35,26
Grafo_30,4,64,18,21.775,27
Grafo_30,4,65,18,20.95,34
Grafo_30,4,66,17,20.2375,30
Grafo_30,4,67,16,19.4,24
Grafo_30,4,68,16,18.7625,23
Grafo_30,4,69,15,18.3875,21
Grafo_30,4,70,14,18.3625,22
Grafo_30,4,71,14,18.0125,27
Grafo_30,4,72,14,17.3875,22
Grafo_30,4,73,14,16.1375,20
Grafo_30,4,74,14,15.8625,22
Grafo_30,4,75,14,15.15,19
Grafo_30,4,76,14,14.425,18
Grafo_30,4,77,14,14.275,16
Grafo_30,4,78,14,14.275,16
Grafo_30,4,79,14,14.1,16
Grafo_30,4,80,11,13.95,16
Grafo_30,4,81,10,13.1875,16
Grafo_30,4,82,8,11.9125,16
Grafo_30,4,83,8,11.025,14
Grafo_30,4,84,7,10.3875,14
Grafo_30,4,85,7,10.025,16
Grafo_30,4,86,7,9.3,14
Grafo_30,4,87,7,9.25,14
Grafo_30,4,88,7,9.1375,13
Grafo_30,4,89,7,8.725,12
Grafo_30,4,90,6,7.8,12
Grafo_30,4,91,6,7.05,9
Grafo_30,4,92,6,6.7125,7
Grafo_30,4,93,6,6.3125,7
Grafo_30,4,94,6,6.025,7
Grafo_30,4,95,6,6.0,6
Grafo_30,4,96,6,6.0,6
Grafo_30,4,97,6,6.0,6
Grafo_30,4,98,6,6.0,6
Grafo_30,4,99,6,6.0,6
Grafo_30,4,100,5,5.8625,6
Grafo_30,4,101,4,5.525,6
Grafo_30,4,102,4,5.675,11
Grafo_30,4,103,4,5.825,11
Grafo_30,4,104,3,5.525,13
Grafo_30,4,105,3,4.825,10
Grafo_30,4,106,2,4.5625,8
Grafo_30,4,107,2,4.35,8
Grafo_30,4,108,2,4.3875,9
Grafo_30,4,109,2,4.2875,9
Grafo_30,4,110,2,3.975,9
Grafo_30,4,111,2,3.3875,7
Grafo_30,4,112,2,3.1875,5
Grafo_30,4,113,2,3.0125,6
Grafo_30,4,114,2,2.55,5
Grafo_30,4,115,2,2.275,5
Grafo_30,4,116,2,2.075,4
Grafo_30,4,117,2,2.0,2
Grafo_30,4,118,2,2.0375,5
Grafo_30,4,119,2,2.0,2
Grafo_30,4,120,1,1.9625,2
Grafo_30,4,121,0,1.825,2
Grafo_50,0,0,317,317.0,317
Grafo_50,0,1,317,317.0,317
Grafo_50,0,2,317,317.0,317
Grafo_50,0,3,317,317.0,317
Grafo_50,0,4,317,317.0,317
Grafo_50,0,5,317,317.0,317
Grafo_50,0,6,317,317.0,317
Grafo_50,0,7,317,317.0,317
Grafo_50,0,8,317,317.0,317
Grafo_50,0,9,317,317.0,317
Grafo_50,0,10,317,317.0,317
Grafo_50,0,11,317,317.0,317
Grafo_50,0,12,317,317.0,317
Grafo_50,0,13,317,317.0,317
Grafo_50,0,14,317,317.0,317
Grafo_50,0,15,317,317.0,317
Grafo_50,0,16,317,317.0,317
Grafo_50,0,17,317,317.0,317
Grafo_50,0,18,317,317.0,317
Grafo_50,0,19,317,317.0,317
Grafo_50,0,20,299,312.1375,317
Grafo_50,0,21,274,304.325,317
Grafo_50,0,22,270,292.5,317
Grafo_50,0,23,253,279.1875,304
Grafo_50,0,24,153,262.675,304
Grafo_50,0,25,145,244.25,288
Grafo_50,0,26,145,209.6,269
Grafo_50,0,27,143,170.9875,239
Grafo_50,0,28,143,156.1,224
Grafo_50,0,29,139,150.325,161
Grafo_50,0,30,139,145.9625,159
Grafo_50,0,31,137,142.95,152
Grafo_50,0,32,136,140.9375,150
Grafo_50,0,33,135,139.125,148
Grafo_50,0,34,133,137.6625,143
Grafo_50,0,35,133,136.1375,139
Grafo_50,0,36,128,134.325,139
Grafo_50,0,37,124,132.4125,137
Grafo_50,0,38,122,130.5,137
Grafo_50,0,39,122,128.0375,135
Grafo_50,0,40,115,124.1875,130
Grafo_50,0,41,106,119.975,128
Grafo_50,0,42,105,114.7875,126
Grafo_50,0,43,96,108.6625,124
Grafo_50,0,44,89,102.3125,114
Grafo_50,0,45,87,98.7125,112
Grafo_50,0,46,86,94.1,104
Grafo_50,0,47,81,90.675,101
Grafo_50,0,48,78,87.6375,101
Grafo_50,0,49,73,84.45,95
Grafo_50,0,50,73,81.4125,92
Grafo_50,0,51,72,79.1,86
Grafo_50,0,52,71,76.4375,84
Grafo_50,0,53,67,73.3625,81
Grafo_50,0,54,67,71.3625,78
Grafo_50,0,55,64,69.4875,73
Grafo_50,0,56,63,67.85,71
Grafo_50,0,57,62,66.425,81
Grafo_50,0,58,60,64.6875,78
Grafo_50,0,59,58,63.025,87
Grafo_50,0,60,54,60.3875,69
Grafo_50,0,61,52,57.7625,62
Grafo_50,0,62,44,55.05,62
Grafo_50,0,63,44,52.5375,58
Grafo_50,0,64,41,49.45,56
Grafo_50,0,65,38,46.8,56
Grafo_50,0,66,38,44.6625,52
Grafo_50,0,67,36,42.2875,48
Grafo_50,0,68,36,41.325,51
Grafo_50,0,69,34,39.4375,47
Grafo_50,0,70,33,37.75,45
Grafo_50,0,71,33,36.1625,49
Grafo_50,0,72,31,35.5875,45
Grafo_50,0,73,31,34.475,42
Grafo_50,0,74,30,33.2125,38
Grafo_50,0,75,29,32.2375,37
Grafo_50,0,76,29,31.0625,37
Grafo_50,0,77,28,30.1875,32
Grafo_50,0,78,25,29.425,32
Grafo_50,0,79,24,28.6625,31
Grafo_50,0,80,23,27.4125,30
Grafo_50,0,81,20,25.5125,29
Grafo_50,0,82,19,24.25,28
Grafo_50,0,83,19,22.625,28
Grafo_50,0,84,16,20.7875,27
Grafo_50,0,85,16,19.75,23
Grafo_50,0,86,15,18.675,32
Grafo_50,0,87,15,17.5,25
Grafo_50,0,88,14,16.5625,26
Grafo_50,0,89,14,15.6875,19
Grafo_50,0,90,14,15.025,17
Grafo_50,0,91,12,15.0625,30
Grafo_50,0,92,12,14.9875,26
Grafo_50,0,93,12,14.05,27
Grafo_50,0,94,11,12.55,15
Grafo_50,0,95,11,12.15,14
Grafo_50,0,96,11,11.9375,12
Grafo_50,0,97,10,11.7875,13
Grafo_50,0,98,10,11.4875,12
Grafo_50,0,99,10,10.975,12
